championId,championName,targetChampionId,targetChampionName,laneKillRate,targetLaneKillRate,url
akshan,Akshan,yone,Yone,56.74,43.26,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=yone
akshan,Akshan,veigar,Veigar,55.78,44.22,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=veigar
akshan,Akshan,tristana,Tristana,55.65,44.35,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=tristana
akshan,Akshan,cassiopeia,Cassiopeia,54.74,45.26,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=cassiopeia
akshan,Akshan,malzahar,Malzahar,53.36,46.64,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=malzahar
akshan,Akshan,brand,Brand,52.81,47.19,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=brand
akshan,Akshan,viktor,Viktor,51.18,48.82,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=viktor
akshan,Akshan,irelia,Irelia,50.64,49.36,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=irelia
akshan,Akshan,twistedfate,Twisted Fate,49.74,50.26,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=twistedfate
akshan,Akshan,galio,Galio,49.38,50.63,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=galio
akshan,Akshan,sylas,Sylas,49.05,50.95,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=sylas
akshan,Akshan,sion,Sion,49.04,50.96,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=sion
akshan,Akshan,yasuo,Yasuo,49.01,50.99,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=yasuo
akshan,Akshan,hwei,Hwei,48.92,51.08,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=hwei
akshan,Akshan,swain,Swain,48.78,51.22,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=swain
akshan,Akshan,xerath,Xerath,48.48,51.52,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=xerath
akshan,Akshan,ryze,Ryze,48.44,51.56,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=ryze
akshan,Akshan,syndra,Syndra,48.33,51.67,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=syndra
akshan,Akshan,naafiri,Naafiri,48.21,51.79,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=naafiri
akshan,Akshan,diana,Diana,47.89,52.11,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=diana
akshan,Akshan,talon,Talon,47.52,52.48,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=talon
akshan,Akshan,mel,Mel,47.35,52.65,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=mel
akshan,Akshan,lux,Lux,47.15,52.85,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=lux
akshan,Akshan,pantheon,Pantheon,46.9,53.1,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=pantheon
akshan,Akshan,aurora,Aurora,46.7,53.3,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=aurora
akshan,Akshan,ahri,Ahri,46.63,53.37,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=ahri
akshan,Akshan,azir,Azir,46.6,53.4,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=azir
akshan,Akshan,akali,Akali,46.23,53.77,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=akali
akshan,Akshan,annie,Annie,46.13,53.87,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=annie
akshan,Akshan,ekko,Ekko,46.03,53.97,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=ekko
akshan,Akshan,qiyana,Qiyana,45.7,54.3,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=qiyana
akshan,Akshan,zoe,Zoe,45.3,54.7,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=zoe
akshan,Akshan,zed,Zed,44.61,55.39,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=zed
akshan,Akshan,vex,Vex,44.6,55.4,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=vex
akshan,Akshan,vladimir,Vladimir,44.47,55.53,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=vladimir
akshan,Akshan,fizz,Fizz,43.97,56.03,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=fizz
akshan,Akshan,orianna,Orianna,43.44,56.56,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=orianna
akshan,Akshan,locke,Locke,43.08,56.92,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=locke
akshan,Akshan,lissandra,Lissandra,42.75,57.25,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=lissandra
akshan,Akshan,malphite,Malphite,42.45,57.55,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=malphite
akshan,Akshan,leblanc,LeBlanc,42.36,57.64,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=leblanc
akshan,Akshan,anivia,Anivia,42.19,57.81,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=anivia
akshan,Akshan,nunu,Nunu & Willump,41.84,58.16,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=nunu
akshan,Akshan,katarina,Katarina,39.82,60.18,https://www.op.gg/champions/akshan/counters/mid?region=kr&tier=emerald_plus&target_champion=katarina
anivia,Anivia,kassadin,Kassadin,70.45,29.55,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=kassadin
anivia,Anivia,sion,Sion,62.94,37.06,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=sion
anivia,Anivia,vex,Vex,62.87,37.13,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=vex
anivia,Anivia,brand,Brand,62.5,37.5,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=brand
anivia,Anivia,yone,Yone,61.86,38.14,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=yone
anivia,Anivia,cassiopeia,Cassiopeia,61.51,38.49,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=cassiopeia
anivia,Anivia,tristana,Tristana,60.87,39.13,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=tristana
anivia,Anivia,veigar,Veigar,60.75,39.25,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=veigar
anivia,Anivia,ryze,Ryze,60.6,39.4,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=ryze
anivia,Anivia,galio,Galio,59.75,40.25,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=galio
anivia,Anivia,twistedfate,Twisted Fate,59.28,40.72,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=twistedfate
anivia,Anivia,annie,Annie,58.13,41.88,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=annie
anivia,Anivia,irelia,Irelia,58.02,41.98,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=irelia
anivia,Anivia,malzahar,Malzahar,57.93,42.07,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=malzahar
anivia,Anivia,diana,Diana,57.89,42.11,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=diana
anivia,Anivia,akshan,Akshan,57.81,42.19,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=akshan
anivia,Anivia,orianna,Orianna,57.58,42.42,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=orianna
anivia,Anivia,nunu,Nunu & Willump,57.51,42.49,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=nunu
anivia,Anivia,yasuo,Yasuo,57.39,42.61,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=yasuo
anivia,Anivia,viktor,Viktor,57.34,42.66,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=viktor
anivia,Anivia,taliyah,Taliyah,57.03,42.97,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=taliyah
anivia,Anivia,sylas,Sylas,56.01,43.99,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=sylas
anivia,Anivia,ekko,Ekko,55.59,44.41,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=ekko
anivia,Anivia,lux,Lux,55.31,44.69,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=lux
anivia,Anivia,swain,Swain,55.0,45.0,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=swain
anivia,Anivia,syndra,Syndra,54.93,45.07,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=syndra
anivia,Anivia,vladimir,Vladimir,54.03,45.97,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=vladimir
anivia,Anivia,azir,Azir,54.0,46.0,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=azir
anivia,Anivia,talon,Talon,53.82,46.18,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=talon
anivia,Anivia,fizz,Fizz,53.43,46.57,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=fizz
anivia,Anivia,akali,Akali,53.27,46.73,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=akali
anivia,Anivia,pantheon,Pantheon,53.23,46.77,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=pantheon
anivia,Anivia,katarina,Katarina,53.2,46.8,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=katarina
anivia,Anivia,hwei,Hwei,53.1,46.9,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=hwei
anivia,Anivia,lissandra,Lissandra,52.6,47.4,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=lissandra
anivia,Anivia,mel,Mel,52.6,47.4,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=mel
anivia,Anivia,aurelionsol,Aurelion Sol,52.43,47.57,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=aurelionsol
anivia,Anivia,malphite,Malphite,51.72,48.28,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=malphite
anivia,Anivia,zoe,Zoe,51.0,49.0,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=zoe
anivia,Anivia,ahri,Ahri,50.82,49.18,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=ahri
anivia,Anivia,zed,Zed,50.0,50.0,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=zed
anivia,Anivia,qiyana,Qiyana,49.72,50.28,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=qiyana
anivia,Anivia,locke,Locke,47.49,52.51,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=locke
anivia,Anivia,xerath,Xerath,47.36,52.64,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=xerath
anivia,Anivia,aurora,Aurora,45.15,54.85,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=aurora
anivia,Anivia,leblanc,LeBlanc,43.15,56.85,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=leblanc
anivia,Anivia,naafiri,Naafiri,42.58,57.42,https://www.op.gg/champions/anivia/counters/mid?region=kr&tier=emerald_plus&target_champion=naafiri
annie,Annie,brand,Brand,61.76,38.24,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=brand
annie,Annie,yone,Yone,59.16,40.84,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=yone
annie,Annie,yasuo,Yasuo,57.42,42.58,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=yasuo
annie,Annie,taliyah,Taliyah,57.21,42.79,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=taliyah
annie,Annie,azir,Azir,56.13,43.87,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=azir
annie,Annie,malzahar,Malzahar,54.45,45.55,https://www.op.gg/champions/annie/counters/mid?region=kr&tier=emerald_plus&target_champion=malzahar
