championId,championName,targetChampionId,targetChampionName,laneKillRate,targetLaneKillRate,url
aatrox,Aatrox,yorick,Yorick,50.83,49.17,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=yorick
aatrox,Aatrox,tahmkench,Tahm Kench,50.76,49.24,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=tahmkench
aatrox,Aatrox,gragas,Gragas,50.69,49.31,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=gragas
aatrox,Aatrox,mordekaiser,Mordekaiser,50.63,49.37,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=mordekaiser
aatrox,Aatrox,renekton,Renekton,50.28,49.72,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=renekton
aatrox,Aatrox,ornn,Ornn,49.79,50.21,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=ornn
aatrox,Aatrox,rumble,Rumble,49.6,50.4,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=rumble
aatrox,Aatrox,poppy,Poppy,49.56,50.44,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=poppy
aatrox,Aatrox,warwick,Warwick,49.51,50.49,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=warwick
aatrox,Aatrox,kled,Kled,48.85,51.15,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=kled
aatrox,Aatrox,akali,Akali,48.84,51.16,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=akali
aatrox,Aatrox,ambessa,Ambessa,48.29,51.71,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=ambessa
aatrox,Aatrox,kennen,Kennen,47.91,52.09,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=kennen
aatrox,Aatrox,zac,Zac,47.65,52.35,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=zac
aatrox,Aatrox,monkeyking,Wukong,47.42,52.58,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=monkeyking
aatrox,Aatrox,pantheon,Pantheon,47.35,52.65,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=pantheon
aatrox,Aatrox,ksante,K'Sante,45.24,54.76,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=ksante
aatrox,Aatrox,locke,Locke,44.48,55.52,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=locke
aatrox,Aatrox,aurora,Aurora,40.68,59.32,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=aurora
aatrox,Aatrox,malphite,Malphite,39.7,60.3,https://www.op.gg/champions/aatrox/counters/top?region=kr&tier=emerald_plus&target_champion=malphite
akali,Akali,kayle,Kayle,66.23,33.77,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=kayle
akali,Akali,singed,Singed,64.25,35.75,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=singed
akali,Akali,heimerdinger,Heimerdinger,62.45,37.55,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=heimerdinger
akali,Akali,vayne,Vayne,62.23,37.77,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=vayne
akali,Akali,volibear,Volibear,62.09,37.91,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=volibear
akali,Akali,yone,Yone,61.81,38.19,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=yone
akali,Akali,teemo,Teemo,61.69,38.31,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=teemo
akali,Akali,gwen,Gwen,61.63,38.37,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=gwen
akali,Akali,drmundo,Dr. Mundo,61.07,38.93,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=drmundo
akali,Akali,rumble,Rumble,59.76,40.24,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=rumble
akali,Akali,nasus,Nasus,58.96,41.04,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=nasus
akali,Akali,gnar,Gnar,58.9,41.1,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=gnar
akali,Akali,olaf,Olaf,58.6,41.4,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=olaf
akali,Akali,jax,Jax,58.5,41.5,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=jax
akali,Akali,irelia,Irelia,58.37,41.63,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=irelia
akali,Akali,fiora,Fiora,58.16,41.84,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=fiora
akali,Akali,zaahen,Zaahen,57.99,42.01,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=zaahen
akali,Akali,monkeyking,Wukong,57.65,42.35,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=monkeyking
akali,Akali,ryze,Ryze,56.14,43.86,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=ryze
akali,Akali,quinn,Quinn,55.87,44.13,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=quinn
akali,Akali,aurora,Aurora,55.84,44.16,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=aurora
akali,Akali,warwick,Warwick,55.6,44.4,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=warwick
akali,Akali,yasuo,Yasuo,55.44,44.56,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=yasuo
akali,Akali,gragas,Gragas,55.17,44.83,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=gragas
akali,Akali,sett,Sett,54.45,45.55,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=sett
akali,Akali,garen,Garen,54.43,45.57,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=garen
akali,Akali,shen,Shen,54.19,45.81,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=shen
akali,Akali,gangplank,Gangplank,53.3,46.7,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=gangplank
akali,Akali,sion,Sion,53.2,46.8,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=sion
akali,Akali,kled,Kled,53.06,46.94,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=kled
akali,Akali,urgot,Urgot,52.88,47.12,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=urgot
akali,Akali,vladimir,Vladimir,52.74,47.26,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=vladimir
akali,Akali,camille,Camille,52.29,47.71,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=camille
akali,Akali,darius,Darius,52.22,47.78,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=darius
akali,Akali,jayce,Jayce,51.94,48.06,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=jayce
akali,Akali,aatrox,Aatrox,51.16,48.84,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=aatrox
akali,Akali,pantheon,Pantheon,51.16,48.84,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=pantheon
akali,Akali,locke,Locke,50.87,49.13,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=locke
akali,Akali,ambessa,Ambessa,50.87,49.13,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=ambessa
akali,Akali,illaoi,Illaoi,50.77,49.23,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=illaoi
akali,Akali,ornn,Ornn,49.84,50.16,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=ornn
akali,Akali,mordekaiser,Mordekaiser,49.24,50.76,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=mordekaiser
akali,Akali,yorick,Yorick,49.18,50.82,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=yorick
akali,Akali,anivia,Anivia,48.88,51.12,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=anivia
akali,Akali,kennen,Kennen,48.88,51.12,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=kennen
akali,Akali,tryndamere,Tryndamere,48.57,51.43,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=tryndamere
akali,Akali,riven,Riven,48.43,51.57,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=riven
akali,Akali,tahmkench,Tahm Kench,47.66,52.34,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=tahmkench
akali,Akali,malphite,Malphite,47.6,52.4,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=malphite
akali,Akali,renekton,Renekton,47.45,52.55,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=renekton
akali,Akali,zac,Zac,47.33,52.67,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=zac
akali,Akali,ksante,K'Sante,45.6,54.4,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=ksante
akali,Akali,lissandra,Lissandra,42.92,57.08,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=lissandra
akali,Akali,poppy,Poppy,42.74,57.26,https://www.op.gg/champions/akali/counters/top?region=kr&tier=emerald_plus&target_champion=poppy
ambessa,Ambessa,singed,Singed,60.3,39.7,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=singed
ambessa,Ambessa,drmundo,Dr. Mundo,59.97,40.03,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=drmundo
ambessa,Ambessa,vayne,Vayne,58.61,41.39,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=vayne
ambessa,Ambessa,kayle,Kayle,58.53,41.47,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=kayle
ambessa,Ambessa,yasuo,Yasuo,56.6,43.4,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=yasuo
ambessa,Ambessa,fiora,Fiora,56.58,43.42,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=fiora
ambessa,Ambessa,nasus,Nasus,56.48,43.52,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=nasus
ambessa,Ambessa,yone,Yone,56.33,43.67,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=yone
ambessa,Ambessa,riven,Riven,56.28,43.72,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=riven
ambessa,Ambessa,urgot,Urgot,56.27,43.73,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=urgot
ambessa,Ambessa,ryze,Ryze,56.15,43.85,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=ryze
ambessa,Ambessa,sion,Sion,56.01,43.99,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=sion
ambessa,Ambessa,heimerdinger,Heimerdinger,55.71,44.29,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=heimerdinger
ambessa,Ambessa,gwen,Gwen,55.7,44.3,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=gwen
ambessa,Ambessa,jayce,Jayce,55.42,44.58,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=jayce
ambessa,Ambessa,gangplank,Gangplank,55.18,44.82,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=gangplank
ambessa,Ambessa,garen,Garen,54.8,45.2,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=garen
ambessa,Ambessa,olaf,Olaf,54.47,45.53,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=olaf
ambessa,Ambessa,illaoi,Illaoi,53.87,46.13,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=illaoi
ambessa,Ambessa,gragas,Gragas,53.17,46.83,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=gragas
ambessa,Ambessa,volibear,Volibear,52.31,47.69,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=volibear
ambessa,Ambessa,aatrox,Aatrox,51.71,48.29,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=aatrox
ambessa,Ambessa,darius,Darius,51.42,48.58,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=darius
ambessa,Ambessa,jax,Jax,51.3,48.7,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=jax
ambessa,Ambessa,gnar,Gnar,51.23,48.77,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=gnar
ambessa,Ambessa,rumble,Rumble,51.23,48.77,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=rumble
ambessa,Ambessa,zaahen,Zaahen,50.88,49.12,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=zaahen
ambessa,Ambessa,teemo,Teemo,50.83,49.17,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=teemo
ambessa,Ambessa,locke,Locke,50.82,49.18,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=locke
ambessa,Ambessa,pantheon,Pantheon,50.78,49.22,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=pantheon
ambessa,Ambessa,irelia,Irelia,50.19,49.81,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=irelia
ambessa,Ambessa,vladimir,Vladimir,49.66,50.34,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=vladimir
ambessa,Ambessa,ornn,Ornn,49.58,50.42,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=ornn
ambessa,Ambessa,quinn,Quinn,49.25,50.75,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=quinn
ambessa,Ambessa,akali,Akali,49.13,50.87,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=akali
ambessa,Ambessa,yorick,Yorick,48.73,51.27,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=yorick
ambessa,Ambessa,shen,Shen,48.58,51.42,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=shen
ambessa,Ambessa,renekton,Renekton,48.57,51.43,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=renekton
ambessa,Ambessa,kennen,Kennen,48.35,51.65,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=kennen
ambessa,Ambessa,sett,Sett,48.29,51.71,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=sett
ambessa,Ambessa,mordekaiser,Mordekaiser,47.79,52.21,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=mordekaiser
ambessa,Ambessa,camille,Camille,47.71,52.29,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=camille
ambessa,Ambessa,kled,Kled,47.65,52.35,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=kled
ambessa,Ambessa,ksante,K'Sante,47.17,52.83,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=ksante
ambessa,Ambessa,warwick,Warwick,46.02,53.98,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=warwick
ambessa,Ambessa,anivia,Anivia,45.97,54.03,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=anivia
ambessa,Ambessa,lissandra,Lissandra,45.78,54.22,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=lissandra
ambessa,Ambessa,poppy,Poppy,44.92,55.08,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=poppy
ambessa,Ambessa,tryndamere,Tryndamere,43.5,56.5,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=tryndamere
ambessa,Ambessa,malphite,Malphite,42.86,57.14,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=malphite
ambessa,Ambessa,aurora,Aurora,42.54,57.46,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=aurora
ambessa,Ambessa,zac,Zac,41.87,58.13,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=zac
ambessa,Ambessa,monkeyking,Wukong,40.91,59.09,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=monkeyking
ambessa,Ambessa,tahmkench,Tahm Kench,38.81,61.19,https://www.op.gg/champions/ambessa/counters/top?region=kr&tier=emerald_plus&target_champion=tahmkench
anivia,Anivia,kayle,Kayle,71.7,28.3,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=kayle
anivia,Anivia,teemo,Teemo,69.9,30.1,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=teemo
anivia,Anivia,illaoi,Illaoi,69.14,30.86,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=illaoi
anivia,Anivia,singed,Singed,67.76,32.24,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=singed
anivia,Anivia,zac,Zac,66.67,33.33,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=zac
anivia,Anivia,sion,Sion,62.4,37.6,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=sion
anivia,Anivia,garen,Garen,62.37,37.63,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=garen
anivia,Anivia,vladimir,Vladimir,62.2,37.8,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=vladimir
anivia,Anivia,nasus,Nasus,62.04,37.96,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=nasus
anivia,Anivia,vayne,Vayne,61.1,38.9,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=vayne
anivia,Anivia,quinn,Quinn,60.71,39.29,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=quinn
anivia,Anivia,jayce,Jayce,60.49,39.51,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=jayce
anivia,Anivia,ryze,Ryze,59.62,40.38,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=ryze
anivia,Anivia,drmundo,Dr. Mundo,58.79,41.21,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=drmundo
anivia,Anivia,yone,Yone,58.53,41.47,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=yone
anivia,Anivia,gangplank,Gangplank,57.98,42.02,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=gangplank
anivia,Anivia,aurora,Aurora,57.41,42.59,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=aurora
anivia,Anivia,locke,Locke,56.52,43.48,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=locke
anivia,Anivia,gwen,Gwen,56.25,43.75,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=gwen
anivia,Anivia,shen,Shen,55.63,44.37,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=shen
anivia,Anivia,riven,Riven,55.46,44.54,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=riven
anivia,Anivia,malphite,Malphite,54.37,45.63,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=malphite
anivia,Anivia,kennen,Kennen,54.14,45.86,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=kennen
anivia,Anivia,ambessa,Ambessa,54.03,45.97,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=ambessa
anivia,Anivia,rumble,Rumble,53.95,46.05,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=rumble
anivia,Anivia,warwick,Warwick,53.94,46.06,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=warwick
anivia,Anivia,jax,Jax,53.72,46.28,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=jax
anivia,Anivia,zaahen,Zaahen,53.72,46.28,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=zaahen
anivia,Anivia,fiora,Fiora,53.09,46.91,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=fiora
anivia,Anivia,yasuo,Yasuo,51.77,48.23,https://www.op.gg/champions/anivia/counters/top?region=kr&tier=emerald_plus&target_champion=yasuo
